x, y, th, stamp, 
-2.743258237838745, -4.754394054412842, 1.7899094930777968, 1759349697393937751, 
-2.746950626373291, -4.738173484802246, 1.7881619826799748, 1759349697441946862, 
-2.7504031658172607, -4.7219929695129395, 1.7868384210421697, 1759349697490140966, 
-2.754021167755127, -4.705642223358154, 1.7868384210421697, 1759349697537996930, 
-2.75763201713562, -4.689191818237305, 1.7862355829585634, 1759349697586002159, 
-2.7611591815948486, -4.672840595245361, 1.786235397641899, 1759349697634000672, 
-2.7659478187561035, -4.65093994140625, 1.7858646662120117, 1759349697698577385, 
-2.7695417404174805, -4.6346435546875, 1.784957780169997, 1759349697745848545, 
-2.771912097930908, -4.623819351196289, 1.7851676966570498, 1759349697777930009, 
-2.7754721641540527, -4.607439994812012, 1.7852291218593612, 1759349697826345987, 
-2.7802631855010986, -4.58554744720459, 1.7852291218593612, 1759349697891133359, 
