odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.9067388672742197e-06, 0.0, 2.346583642065525e-06, 0.03194890880776646, 0.06840845612311772, 0.04438653425819136, 1763139111979184928, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.9067625147399242e-06, 0.0, 1.0906369557472928e-10, 0.032642986880343054, 0.06650298528665914, 0.05057134118575356, 1763139112189130691, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.9067861622056288e-06, 0.0, 1.0825436380645925e-10, 0.03108600247547521, 0.07393161603980407, 0.04385183062694725, 1763139112399987930, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.9068079906355103e-06, 0.0, 1.0762350732829162e-10, 0.03294503273119996, 0.08792666590201788, 0.030946464936893833, 1763139112589894113, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.9068316381012148e-06, 0.0, 1.2097171875335988e-10, 0.03232642570741539, 0.07828445930826677, 0.040885930565005495, 1763139112800030881, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.9068425523161554e-06, 0.0, 1.0880939899093889e-10, 0.034157011492357274, 0.06518025636065167, 0.03999064215189508, 1763139112899505913, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.9068534665310959e-06, 0.0, 1.1159450447051356e-10, 0.03050967794756426, 0.07884714008712432, 0.04179548301533087, 1763139112989485661, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.9068752949609772e-06, 0.0, 1.315876296814622e-10, 0.03233134231476379, 0.07279761690407532, 0.042768803509464735, 1763139113180653112, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.906888028211741e-06, 0.0, 1.0674667400012439e-10, 0.03427409984235064, 0.0839091065439579, 0.03146864064201497, 1763139113300274150, 
3.1179101256384456e-07, -1.9799912479356863e-05, 1.9068989424266817e-06, 0.0, 1.0836374852996045e-10, 0.03661367074551578, 0.08230755076697514, 0.017720974235179893, 1763139113389926645, 
0.013314236886799335, -0.0012019564164802432, -0.07055126651910545, 0.11721054725190126, -0.46732011437416077, 0.03980108650312753, 0.06566523705695838, -0.014661397484237244, 1763139113595998853, 
0.027201440185308456, -0.0029138277750462294, -0.12023304647520723, 0.13777701214527874, -0.4854046702384949, 0.06190228328070385, 0.07479163823098271, -0.09368683042098769, 1763139113695208818, 
0.03998943045735359, -0.004994821734726429, -0.16748598508952728, 0.13167562955223286, -0.4901640713214874, 0.08131824979385466, 0.08346444071461362, -0.16739551778120296, 1763139113793339726, 
0.06515248864889145, -0.011632225476205349, -0.27858608822085806, 0.1279445546837155, -0.5256187319755554, 0.10139441576146122, 0.06915544431324591, -0.23073596049737777, 1763139113999684130, 
0.0771254301071167, -0.015467111021280289, -0.3269854665566919, 0.12571239618579638, -0.4815059304237366, 0.1138906769561046, 0.07044659234864087, -0.29288687675778907, 1763139114099448332, 
0.08731912076473236, -0.019809085875749588, -0.37207329162749353, 0.12235556055480544, -0.49086853861808777, 0.13041987843259242, 0.06170879579219043, -0.351158664673347, 1763139114189611646, 
0.10871219635009766, -0.030478285625576973, -0.4675544658940333, 0.12280142445185623, -0.5069406032562256, 0.14738824990323854, 0.06162186218387499, -0.4253309618351819, 1763139114379817145, 
0.12240491807460785, -0.0380060039460659, -0.5282081438975371, 0.1287744029171101, -0.5033419132232666, 0.16910633841069653, 0.04899283838743137, -0.4909332148183324, 1763139114500441879, 
0.13219620287418365, -0.04427202418446541, -0.5729790642655708, 0.12702787584012148, -0.5020290613174438, 0.18598573368946897, 0.041121421675971125, -0.5544735514719165, 1763139114589647847, 
0.15183208882808685, -0.058668848127126694, -0.6671255399495559, 0.12387941660147377, -0.4845893383026123, 0.19902210307939353, 0.0383383534484223, -0.6242759134034863, 1763139114779166937, 
0.16290783882141113, -0.06845850497484207, -0.7261246643981544, 0.1266793595211721, -0.5271243453025818, 0.21431261274498942, 0.01997581688906931, -0.685342004015707, 1763139114894643561, 
0.17137330770492554, -0.07683387398719788, -0.7719184972001901, 0.12264200052723472, -0.47119107842445374, 0.2327893235042361, 0.016394565432872356, -0.7508999137784371, 1763139114989904194, 
0.18081676959991455, -0.08672492951154709, -0.8232893815950245, 0.126421444700439, -0.44864165782928467, 0.24615527258720932, -0.00045729787830441944, -0.8056952182336639, 1763139115099688905, 
0.19565419852733612, -0.1046355590224266, -0.9012556132381856, 0.12142242384409417, -0.40280383825302124, 0.25205307146255046, -0.006512238268522083, -0.8595598701690826, 1763139115295449278, 
0.2022058665752411, -0.11378554254770279, -0.9385932397241419, 0.1200154303764897, -0.3915047347545624, 0.26601232008727954, -0.02483970520300666, -0.9054175974730337, 1763139115388654936, 
0.20951518416404724, -0.12443193048238754, -0.9687916149679472, 0.11759494726248777, -0.22418683767318726, 0.2721936594176302, -0.03767379045638403, -0.9363642492679064, 1763139115499590658, 
0.22167503833770752, -0.1433863341808319, -0.9987096737284535, 0.11823637590442987, -0.10295909643173218, 0.2881092440107113, -0.04852489736763595, -0.9575903002089422, 1763139115696097276, 
0.22749923169612885, -0.1526404470205307, -1.0127784003102895, 0.12032882830463347, -0.1560198962688446, 0.3022046040928673, -0.05306007714230662, -0.9799799555597932, 1763139115789464653, 
0.23390933871269226, -0.16323238611221313, -1.0197448323291458, 0.10746800621720527, -0.040208205580711365, 0.3074169533911059, -0.07049164857964457, -0.9866114388173227, 1763139115899886857, 
0.2396000325679779, -0.17270085215568542, -1.0194359164462214, 0.10930836337288646, 0.016473349183797836, 0.31680117970225097, -0.08236391088701656, -0.97538122417268, 1763139115999099557, 
0.24530866742134094, -0.18196594715118408, -1.0145418779870274, 0.11110257062214118, 0.04359370097517967, 0.3260441150827856, -0.10212133461420078, -0.9670163753057003, 1763139116096473335, 
0.25717002153396606, -0.20064294338226318, -1.0020403956733848, 0.10666747268410506, 0.06872991472482681, 0.3356165663018845, -0.1058570531278663, -0.9604856334926235, 1763139116299296378, 
0.26303040981292725, -0.20956715941429138, -0.992824028705094, 0.10671189073465219, 0.0741279125213623, 0.3404112753163932, -0.1292270905730186, -0.9380675218847523, 1763139116399487298, 
0.26886019110679626, -0.21850214898586273, -0.9855264719901697, 0.10967351597851718, 0.0645480826497078, 0.35282911307130516, -0.14237840153660716, -0.9299923465919983, 1763139116497439463, 
