e, e_dot, e_int, stamp, 
-0.848122752366072, 0.029386075604610113, -0.1707999934973988, 1763138721637336339, 
-0.8525622725245311, 0.014587675076413268, -0.17050823999587056, 1763138721828380644, 
-0.8525622725245311, -0.014798400528196845, -0.17021648649434226, 1763138721828380644, 
-0.8434473058902279, 0.030383222114344077, -0.16990479006261933, 1763138722036463680, 
-0.848924729062596, 0.012125144873117074, -0.16966228716515697, 1763138722228341965, 
-0.8502309904619527, -0.022612281905749487, -0.1695068683609851, 1763138722292862914, 
-0.8476191604919563, 0.004351895235465604, -0.16978499200110034, 1763138722372804449, 
-0.8466045039670517, 0.012088288316336829, -0.16963031032806403, 1763138722484771825, 
-0.8520761651920862, -0.014856682333766283, -0.1697533219767396, 1763138722580871879, 
-0.8526656365054619, -0.0202037751280341, -0.17008975371097332, 1763138722772571355, 
-0.8517394749989298, 0.0011223006438546939, -0.17043208511309854, 1763138722884706181, 
-0.8082490717586606, 0.14805521582267112, -0.16751027888420347, 1763138722980806248, 
-0.7293120889014902, 0.4080912869914651, -0.15928670904393868, 1763138723189241826, 
-0.6628985145831863, 0.48450185725158096, -0.14669731168288913, 1763138723284729675, 
-0.6004505659429917, 0.4295384098616617, -0.13284407796184455, 1763138723381642477, 
-0.5437017944544079, 0.3973224004292612, -0.12047005833203907, 1763138723572516992, 
-0.4868950209989388, 0.37851848314684317, -0.10873649209308921, 1763138723684514771, 
-0.4223663364827511, 0.4044515265721893, -0.09686421012907319, 1763138723781016980, 
-0.36608186050828073, 0.40271053496886017, -0.08502288119933138, 1763138723876401604, 
-0.3070891532498047, 0.3842572774431548, -0.0730358233493891, 1763138724084921633, 
-0.26395303235092515, 0.34042942719118524, -0.06247493640726737, 1763138724181969504, 
-0.2669819937018798, 0.13369053182641624, -0.055868278620173975, 1763138724292623883, 
-0.22244200695955152, 0.13837008463791212, -0.0502251355341571, 1763138724484821214, 
-0.15044957877302112, 0.38844138309619564, -0.042658238628963493, 1763138724581812671, 
-0.09434382515467643, 0.42699393934958363, -0.03114902739248327, 1763138724692661544, 
-0.053979242124708615, 0.32156778882770837, -0.019918176403493745, 1763138724788303255, 
-0.028455339474063313, 0.21962828560204373, -0.011785227116896557, 1763138724884874573, 
