x, y, th, stamp, 
-0.663886624532702, -1.6945788581831922, 0.14065217833788696, 198901000000, 
-0.6588591586702137, -1.693842458525297, 0.1508500316369913, 198935000000, 
-0.6538394462062908, -1.6930548889395298, 0.16104819254052852, 198969000000, 
-0.6488451110310449, -1.6922068534490633, 0.17911684865482477, 199003000000, 
-0.64391580754286, -1.6912284997002138, 0.21897394057814953, 199037000000, 
-0.6390690476663808, -1.6900199932662017, 0.2748711407701285, 199071000000, 
-0.6343227020609943, -1.6885257834524223, 0.3406449113948468, 199105000000, 
-0.6297226425804711, -1.6867027267532535, 0.4212623575168705, 199139000000, 
-0.625330898061167, -1.6844929760832401, 0.5186922308589706, 199173000000, 
-0.621202873187848, -1.681852964673427, 0.6245945895608103, 199207000000, 
-0.617369810292633, -1.6787905096824318, 0.7270898459776397, 199241000000, 
-0.6138583817360409, -1.6753542418966174, 0.8263859028771962, 199275000000, 
-0.6107116469964713, -1.6715882710414747, 0.9284163046371247, 199309000000, 
-0.60795260356026, -1.6675131539313315, 1.023852368415361, 199343000000, 
-0.6055404639625386, -1.6631870492762568, 1.1022577260671378, 199377000000, 
-0.6034731824164544, -1.6586897952325685, 1.183368995507104, 199411000000, 
-0.6017944816271753, -1.6540404505215518, 1.267965307470544, 199445000000, 
-0.6004770095974291, -1.6492488625670105, 1.338551643393207, 199479000000, 
-0.5994837142523012, -1.6443724462060998, 1.4058742348544804, 199513000000, 
-0.5988353200082394, -1.639447566698466, 1.4782373342707935, 199547000000, 
-0.5985306685603495, -1.6344758981964884, 1.5431312328221045, 199581000000, 
-0.5985265348768662, -1.6294800054335419, 1.6001860880185674, 199615000000, 
-0.5988038601595685, -1.624491611807997, 1.656897632260653, 199649000000, 
-0.5993640960267076, -1.6195280222637638, 1.7137643220095617, 199683000000, 
-0.6002032506978618, -1.6146013931919287, 1.7689668119918414, 199717000000, 
-0.6013061701657223, -1.609720059933447, 1.8201542334140686, 199751000000, 
-0.602651599775446, -1.6048962069287092, 1.869209186481282, 199785000000, 
-0.6042337643768964, -1.600148079405873, 1.9198649670033912, 199819000000, 
-0.6059801555600347, -1.5955960842607895, 1.9685638090643227, 199853000000, 
-0.6079549218436157, -1.5911575972159202, 2.0129872991477034, 199887000000, 
-0.6101389641266786, -1.5867694113521085, 2.0556023314969387, 199921000000, 
-0.6124789710297607, -1.5825355127311267, 2.098543013256159, 199955000000, 
-0.6150247044759996, -1.5783526729272639, 2.138765863578886, 199989000000, 
-0.6177417926196299, -1.5742195699298362, 2.1785215736326027, 200023000000, 
-0.62059673548387, -1.5702700270095253, 2.217869860512058, 200057000000, 
-0.6236304469525141, -1.5663998663531364, 2.255033605234033, 200091000000, 
-0.6267910682149845, -1.5626605811639638, 2.2912439842031675, 200125000000, 
-0.6301429289010055, -1.5589621915881273, 2.3259470980159564, 200159000000, 
-0.6336558795884845, -1.5553487636794294, 2.3595137431514264, 200193000000, 
-0.637287597800232, -1.551852851055068, 2.3920853379300246, 200227000000, 
-0.6410300891631276, -1.548472395395396, 2.4231762408148882, 200261000000, 
-0.6448750181676584, -1.5452112146307073, 2.4548408260162167, 200295000000, 
-0.6488215629374313, -1.5420739936953871, 2.4861731407720797, 200329000000, 
-0.652863946629498, -1.5390550268920038, 2.515196536446976, 200363000000, 
-0.6569917939757025, -1.5361531832064401, 2.5437740331610454, 200397000000, 
-0.6612008321520847, -1.5333692550174207, 2.5719182849913866, 200431000000, 
-0.665486411572106, -1.5307049741304015, 2.600137213657582, 200465000000, 
-0.6698463177788806, -1.5281616525075234, 2.6277716769216637, 200499000000, 
-0.6742756693109134, -1.5257347474585405, 2.6538680587943473, 200533000000, 
-0.6787665793431026, -1.5234247608354685, 2.680432958468913, 200567000000, 
-0.6833179874172779, -1.5212359262742725, 2.7070158579872134, 200601000000, 
-0.6879274171631262, -1.5191635558728267, 2.7318501464032523, 200635000000, 
-0.6925874623568686, -1.5172045484753027, 2.7562337879787178, 200669000000, 
-0.6972942978477124, -1.5153584216767928, 2.7803835044658953, 200703000000, 
-0.7020444694905439, -1.5136265648656604, 2.8046577471766483, 200737000000, 
-0.706836151177867, -1.512009480995612, 2.8284358450147273, 200771000000, 
-0.7116658872268978, -1.5105030818191807, 2.8510533900739645, 200805000000, 
-0.7165278714663953, -1.509106683714969, 2.874042696532191, 200839000000, 
-0.7214205182313109, -1.5078230007920836, 2.897035046969954, 200873000000, 
-0.7263427257456453, -1.5066485165835934, 2.9187146206531027, 200907000000, 
-0.7312891875767872, -1.505579550298845, 2.940053908802585, 200941000000, 
-0.7362572251469095, -1.504615832442457, 2.9611952746200716, 200975000000, 
-0.7412439218825687, -1.5037571529804994, 2.982423275719628, 201009000000, 
-0.7462481747330267, -1.5030042175747922, 3.00328331848962, 201043000000, 
-0.7512681831641621, -1.5023532165800297, 3.023258009961896, 201077000000, 
-0.756300586573345, -1.501802499118898, 3.043091797505799, 201111000000, 
-0.7613433912855662, -1.5013503556109427, 3.0625916149135515, 201145000000, 
-0.7663942701435996, -1.5009964904338464, 3.082119985707075, 201179000000, 
-0.7714518161427533, -1.5007413437171833, 3.1014375316452614, 201213000000, 
-0.7765150430336033, -1.500581801353024, 3.1199872436976013, 201247000000, 
-0.7815803864930939, -1.5005163019112993, 3.1387144068979627, 201281000000, 
-0.7866461763191368, -1.500545931774733, -3.125725237286328, 201315000000, 
-0.7917122883776697, -1.5006685199990208, -3.10782005727073, 201349000000, 
-0.7967760700143469, -1.5008811801065014, -3.0901679364259476, 201383000000, 
