acc_x, acc_y, angular_z, stamp, 
-0.072617425760285, -0.004389793580298255, 9.46730726009045e-05, 50530000000, 
-0.060833455575468376, -0.0032245276575616206, 0.00023141463572144284, 50535000000, 
-0.07379625971894141, -0.021734734907330334, -7.893858841009429e-05, 50540000000, 
-0.04861718444914709, 0.001533202154515555, -0.00012445501810054934, 50545000000, 
-0.074591598279706, 0.025428270967112015, 6.345583344010601e-05, 50550000000, 
-0.07003347496837059, -0.011659641363297757, -0.00033102299346759686, 50555000000, 
-0.03868715818432852, 0.012710687897910463, 0.0001864777993828936, 50560000000, 
-0.062875622073984, -0.005015503362508783, 0.00029525074313768826, 50565000000, 
-0.07001534469179128, -0.014064449427496734, -0.00045281459624505437, 50570000000, 
-0.07067113919793319, -0.04704093171942108, -2.33725940336711e-05, 50575000000, 
-0.05318594330596397, 0.01322772691996963, 0.0003834012138701505, 50580000000, 
-0.06769414281263508, -0.010881114550416304, -0.00014356615751197116, 50585000000, 
-0.06716985311485278, 0.01274114229863207, -0.00013335518847168378, 50594000000, 
-0.0454727295744241, 0.011285767262597016, 0.00014897952237988833, 50599000000, 
-0.06864561871085452, 0.009084632658386542, 0.00010750730361904745, 50605000000, 
-0.02510449434551881, 0.014541539436421695, -2.8089447433364222e-05, 50610000000, 
-0.04303382931378584, -0.013278906310528775, -0.00023152560404182681, 50615000000, 
-0.01889491824635979, -0.030123191015500622, -0.00015140728856800626, 50620000000, 
-0.05116581348528193, 0.021943388416468586, 3.680678638349414e-05, 50625000000, 
-0.07000981541196202, 0.004149950483742383, 1.6932938056811827e-05, 50631000000, 
-0.05609599003182964, 0.022868801350790172, -0.00040434822132417883, 50636000000, 
-0.06345675550246016, 0.016469400051290595, -6.038254695976697e-05, 50641000000, 
-0.06339085924961727, -0.02014991577943447, -0.0001855478294449838, 50646000000, 
-0.04304111420738577, 0.0275203887132855, -3.1649000417051637e-07, 50651000000, 
-0.06548336907228541, -0.012595156979059594, -0.00010716412809768515, 50656000000, 
-0.07040978229540967, 0.005208727874860521, 2.245727930846514e-05, 50661000000, 
-0.0809465034579098, 0.0025782131141480263, -7.60038965786631e-05, 50666000000, 
-0.04850887666396379, 0.02672029463580124, -0.0004484468381139564, 50671000000, 
-0.061030248425901414, -0.0034979208204567423, -9.025206974339532e-05, 50676000000, 
-0.0525086763984156, 0.004071219363829117, -7.357095048866084e-05, 50681000000, 
-0.0496767562067138, 0.02208827281281845, 0.0001013627304542337, 50686000000, 
-0.07237092387910872, -0.015550054385361474, -0.00027471276292498884, 50691000000, 
-0.04019930851878216, -0.0027339035351619844, -0.00029449292873313254, 50696000000, 
-0.04432449182506568, -0.009785599608992657, -1.1324670213138475e-05, 50701000000, 
-0.027704603990721166, 0.021096256124512627, 0.00015250696424304468, 50706000000, 
-0.05171784545107928, -0.00902755498823145, 0.00033973808994884716, 50712000000, 
-0.057654010962975094, 0.0004771052286149972, -0.00029820732949196956, 50717000000, 
-0.055074399239034795, 0.026704452847310173, -0.00057702797967333, 50722000000, 
-0.031195605220820117, 0.014374872381192533, 0.0004701750152242698, 50727000000, 
-0.06087223573831422, -0.00019867689503904186, 0.00023215805398231086, 50732000000, 
-0.07800122177911434, 0.0274867504476198, 0.00011689355555238522, 50737000000, 
-0.04818216480452323, 0.00837719917779449, 3.821095036367048e-06, 50742000000, 
-0.07386622126793829, 0.029181157660310136, -0.00022117337939510205, 50747000000, 
-0.02084535861588531, 0.01588138734016077, 0.00029205883592761043, 50752000000, 
-0.056184417273771374, 0.01324188686200849, 6.618032255074996e-06, 50757000000, 
3.865712592615536, -0.0009866584580017887, -1.518119237479066e-05, 50764000000, 
1.3188485214481498, -0.007077449616021828, -0.00029795833418409974, 50769000000, 
-0.0023090590069301253, 0.009519093259480336, 0.0001697748160283279, 50774000000, 
-0.17528856837706164, 0.00375051682180167, 0.00017874466987716957, 50780000000, 
0.01878511685979177, -0.028883992018538175, -3.1342392653166945e-05, 50785000000, 
-0.1411539077234501, 0.021375435888417744, 0.00020954297624067907, 50790000000, 
-0.07090371154962309, 0.011452297859989854, 0.00025088365364096295, 50795000000, 
5.7835913096120235, 0.015036547640972623, 0.00020276167001521825, 50801000000, 
-0.11229636263901785, 7.377133796252204e-05, -0.00017345855957724265, 50806000000, 
-0.15412693491033747, -0.005855553422409903, 0.0003281558607325252, 50811000000, 
-0.022538176266807798, -0.00682929625611561, 8.624074875869575e-05, 50816000000, 
-0.051497596046050184, 0.0011534705543348109, 0.00015852773111374877, 50821000000, 
-0.063141336511994, -0.010865426701681447, -0.00016875002305886583, 50826000000, 
0.0037592103908914327, -0.006925188576122489, 0.00019873496821371333, 50831000000, 
6.811849763969317, -0.011909274180380298, 7.935201597652687e-05, 50836000000, 
-0.16164591149344593, 0.02860476808894438, -0.00014061581797147324, 50841000000, 
-0.07606224071096405, 0.027565823983114805, -0.00014950070782257394, 50846000000, 
-0.0832049569631358, -0.014639767105508603, -0.0001333665348441293, 50851000000, 
-0.06272554623962869, 0.0009103338355434644, 3.853724319559621e-05, 50856000000, 
-0.04926463196669613, -0.019809340482070857, -0.00021548572483803293, 50861000000, 
4.812107928763279, 0.023917691806633314, 0.0010064197442732773, 50866000000, 
1.3393946508896581, 0.010158884799963968, 0.005786337272076845, 50871000000, 
-0.14476628242419784, 0.00033059871425231754, 0.016570169403220404, 50876000000, 
-0.07838644783392942, 0.004573734758499422, 0.028092804752172792, 50881000000, 
-0.07499904997249252, 0.017205954302352874, 0.04080111444390344, 50886000000, 
-0.0834386142450269, 0.00286588033609193, 0.053918860148508684, 50891000000, 
-0.05062105325612267, 0.021334382890349377, 0.0660630299690952, 50896000000, 
2.8321162955061285, 0.02989623595093865, 0.08957738426525845, 50902000000, 
-0.14093470022862545, 0.061704637891932576, 0.11691363368712065, 50907000000, 
-0.09475073882208568, 0.07147987349184108, 0.16741954530989508, 50912000000, 
-0.08640050078659064, 0.01787555519906095, 0.21280027693859693, 50917000000, 
-0.05884442742340533, 0.06023639977118724, 0.2587412521819375, 50922000000, 
-0.08996327539343002, 0.03966281725652829, 0.3019166943827283, 50927000000, 
-0.03990035559016278, 0.041249902674123554, 0.3402695290117783, 50932000000, 
0.4195362478078064, 0.04382187890305535, 0.3722607326945434, 50937000000, 
